"","local_authority","phase_type","affordability","number_developments","rurality","housing_type","himidlow","number_beds","pupil_yield"
"376","LA03","EY","Total","ndev_200to499","Total","Total","Total","Total",0
"377","LA03","EY","Total","ndev_500to999","Total","Total","Total","Total",0
"378","LA03","EY","Total","ndev_1000","Total","Total","Total","Total",0
"379","LA03","FE","Total","ndev_10to49","Total","Total","Total","Total",0.1009
"380","LA03","FE","Total","ndev_50to99","Total","Total","Total","Total",0.1007
"381","LA03","FE","Total","ndev_100to199","Total","Total","Total","Total",0.0867
"382","LA03","FE","Total","ndev_200to499","Total","Total","Total","Total",0
"383","LA03","FE","Total","ndev_500to999","Total","Total","Total","Total",0
"384","LA03","FE","Total","ndev_1000","Total","Total","Total","Total",0
"385","LA03","MAINSTREAM","Total","ndev_10to49","Total","Total","Total","Total",1.055
"386","LA03","MAINSTREAM","Total","ndev_50to99","Total","Total","Total","Total",1.1511
"387","LA03","MAINSTREAM","Total","ndev_100to199","Total","Total","Total","Total",0.7933
"388","LA03","MAINSTREAM","Total","ndev_200to499","Total","Total","Total","Total",0
"389","LA03","MAINSTREAM","Total","ndev_500to999","Total","Total","Total","Total",0
"390","LA03","MAINSTREAM","Total","ndev_1000","Total","Total","Total","Total",0
"391","LA03","PRU","Total","ndev_10to49","Total","Total","Total","Total",0
"392","LA03","PRU","Total","ndev_50to99","Total","Total","Total","Total",0
"393","LA03","PRU","Total","ndev_100to199","Total","Total","Total","Total",0
"394","LA03","PRU","Total","ndev_200to499","Total","Total","Total","Total",0
"395","LA03","PRU","Total","ndev_500to999","Total","Total","Total","Total",0
"396","LA03","PRU","Total","ndev_1000","Total","Total","Total","Total",0
"397","LA03","PS","Total","ndev_10to49","Total","Total","Total","Total",0.3165
"398","LA03","PS","Total","ndev_50to99","Total","Total","Total","Total",0.2878
"399","LA03","PS","Total","ndev_100to199","Total","Total","Total","Total",0.1933
"400","LA03","PS","Total","ndev_200to499","Total","Total","Total","Total",0
"401","LA03","PS","Total","ndev_500to999","Total","Total","Total","Total",0
"402","LA03","PS","Total","ndev_1000","Total","Total","Total","Total",0
"403","LA03","SEN","Total","ndev_10to49","Total","Total","Total","Total",0.0183
"404","LA03","SEN","Total","ndev_50to99","Total","Total","Total","Total",0.0216
"405","LA03","SEN","Total","ndev_100to199","Total","Total","Total","Total",0.0067
"406","LA03","SEN","Total","ndev_200to499","Total","Total","Total","Total",0
"407","LA03","SEN","Total","ndev_500to999","Total","Total","Total","Total",0
"408","LA03","SEN","Total","ndev_1000","Total","Total","Total","Total",0
"409","LA03","SS","Total","ndev_10to49","Total","Total","Total","Total",0.1009
"410","LA03","SS","Total","ndev_50to99","Total","Total","Total","Total",0.2158
"411","LA03","SS","Total","ndev_100to199","Total","Total","Total","Total",0.1067
"412","LA03","SS","Total","ndev_200to499","Total","Total","Total","Total",0
"413","LA03","SS","Total","ndev_500to999","Total","Total","Total","Total",0
"414","LA03","SS","Total","ndev_1000","Total","Total","Total","Total",0
"415","LA04","All Phases","Total","ndev_10to49","Total","Total","Total","Total",1.0833
"416","LA04","All Phases","Total","ndev_50to99","Total","Total","Total","Total",1.4107
"417","LA04","All Phases","Total","ndev_100to199","Total","Total","Total","Total",0
"418","LA04","All Phases","Total","ndev_200to499","Total","Total","Total","Total",0
"419","LA04","All Phases","Total","ndev_500to999","Total","Total","Total","Total",0
"420","LA04","All Phases","Total","ndev_1000","Total","Total","Total","Total",0
"421","LA04","AP","Total","ndev_10to49","Total","Total","Total","Total",0
"422","LA04","AP","Total","ndev_50to99","Total","Total","Total","Total",0
"423","LA04","AP","Total","ndev_100to199","Total","Total","Total","Total",0
"424","LA04","AP","Total","ndev_200to499","Total","Total","Total","Total",0
"425","LA04","AP","Total","ndev_500to999","Total","Total","Total","Total",0
"426","LA04","AP","Total","ndev_1000","Total","Total","Total","Total",0
"427","LA04","EY","Total","ndev_10to49","Total","Total","Total","Total",0.4679
"428","LA04","EY","Total","ndev_50to99","Total","Total","Total","Total",0.875
"429","LA04","EY","Total","ndev_100to199","Total","Total","Total","Total",0
"430","LA04","EY","Total","ndev_200to499","Total","Total","Total","Total",0
"431","LA04","EY","Total","ndev_500to999","Total","Total","Total","Total",0
"432","LA04","EY","Total","ndev_1000","Total","Total","Total","Total",0
"433","LA04","FE","Total","ndev_10to49","Total","Total","Total","Total",0.0865
"434","LA04","FE","Total","ndev_50to99","Total","Total","Total","Total",0.0893
"435","LA04","FE","Total","ndev_100to199","Total","Total","Total","Total",0
"436","LA04","FE","Total","ndev_200to499","Total","Total","Total","Total",0
"437","LA04","FE","Total","ndev_500to999","Total","Total","Total","Total",0
"438","LA04","FE","Total","ndev_1000","Total","Total","Total","Total",0
"439","LA04","MAINSTREAM","Total","ndev_10to49","Total","Total","Total","Total",1.0641
"440","LA04","MAINSTREAM","Total","ndev_50to99","Total","Total","Total","Total",1.3929
"441","LA04","MAINSTREAM","Total","ndev_100to199","Total","Total","Total","Total",0
"442","LA04","MAINSTREAM","Total","ndev_200to499","Total","Total","Total","Total",0
"443","LA04","MAINSTREAM","Total","ndev_500to999","Total","Total","Total","Total",0
"444","LA04","MAINSTREAM","Total","ndev_1000","Total","Total","Total","Total",0
"445","LA04","PRU","Total","ndev_10to49","Total","Total","Total","Total",0
"446","LA04","PRU","Total","ndev_50to99","Total","Total","Total","Total",0
"447","LA04","PRU","Total","ndev_100to199","Total","Total","Total","Total",0
"448","LA04","PRU","Total","ndev_200to499","Total","Total","Total","Total",0
"449","LA04","PRU","Total","ndev_500to999","Total","Total","Total","Total",0
"450","LA04","PRU","Total","ndev_1000","Total","Total","Total","Total",0
"451","LA04","PS","Total","ndev_10to49","Total","Total","Total","Total",0.3429
"452","LA04","PS","Total","ndev_50to99","Total","Total","Total","Total",0.4107
"453","LA04","PS","Total","ndev_100to199","Total","Total","Total","Total",0
"454","LA04","PS","Total","ndev_200to499","Total","Total","Total","Total",0
"455","LA04","PS","Total","ndev_500to999","Total","Total","Total","Total",0
"456","LA04","PS","Total","ndev_1000","Total","Total","Total","Total",0
"457","LA04","SEN","Total","ndev_10to49","Total","Total","Total","Total",0.0192
"458","LA04","SEN","Total","ndev_50to99","Total","Total","Total","Total",0.0179
"459","LA04","SEN","Total","ndev_100to199","Total","Total","Total","Total",0
"460","LA04","SEN","Total","ndev_200to499","Total","Total","Total","Total",0
"461","LA04","SEN","Total","ndev_500to999","Total","Total","Total","Total",0
"462","LA04","SEN","Total","ndev_1000","Total","Total","Total","Total",0
"463","LA04","SS","Total","ndev_10to49","Total","Total","Total","Total",0.1859
"464","LA04","SS","Total","ndev_50to99","Total","Total","Total","Total",0.0357
"465","LA04","SS","Total","ndev_100to199","Total","Total","Total","Total",0
"466","LA04","SS","Total","ndev_200to499","Total","Total","Total","Total",0
"467","LA04","SS","Total","ndev_500to999","Total","Total","Total","Total",0
"468","LA04","SS","Total","ndev_1000","Total","Total","Total","Total",0
"469","LA05","All Phases","Total","ndev_10to49","Total","Total","Total","Total",1.3529
"470","LA05","All Phases","Total","ndev_50to99","Total","Total","Total","Total",0
"471","LA05","All Phases","Total","ndev_100to199","Total","Total","Total","Total",0
"472","LA05","All Phases","Total","ndev_200to499","Total","Total","Total","Total",0
"473","LA05","All Phases","Total","ndev_500to999","Total","Total","Total","Total",0
"474","LA05","All Phases","Total","ndev_1000","Total","Total","Total","Total",0
"475","LA05","AP","Total","ndev_10to49","Total","Total","Total","Total",0.0065
"476","LA05","AP","Total","ndev_50to99","Total","Total","Total","Total",0
"477","LA05","AP","Total","ndev_100to199","Total","Total","Total","Total",0
"478","LA05","AP","Total","ndev_200to499","Total","Total","Total","Total",0
"479","LA05","AP","Total","ndev_500to999","Total","Total","Total","Total",0
"480","LA05","AP","Total","ndev_1000","Total","Total","Total","Total",0
"481","LA05","EY","Total","ndev_10to49","Total","Total","Total","Total",0.4314
"482","LA05","EY","Total","ndev_50to99","Total","Total","Total","Total",0
"483","LA05","EY","Total","ndev_100to199","Total","Total","Total","Total",0
"484","LA05","EY","Total","ndev_200to499","Total","Total","Total","Total",0
"485","LA05","EY","Total","ndev_500to999","Total","Total","Total","Total",0
"486","LA05","EY","Total","ndev_1000","Total","Total","Total","Total",0
"487","LA05","FE","Total","ndev_10to49","Total","Total","Total","Total",0.1634
"488","LA05","FE","Total","ndev_50to99","Total","Total","Total","Total",0
"489","LA05","FE","Total","ndev_100to199","Total","Total","Total","Total",0
"490","LA05","FE","Total","ndev_200to499","Total","Total","Total","Total",0
"491","LA05","FE","Total","ndev_500to999","Total","Total","Total","Total",0
"492","LA05","FE","Total","ndev_1000","Total","Total","Total","Total",0
"493","LA05","MAINSTREAM","Total","ndev_10to49","Total","Total","Total","Total",1.3268
"494","LA05","MAINSTREAM","Total","ndev_50to99","Total","Total","Total","Total",0
"495","LA05","MAINSTREAM","Total","ndev_100to199","Total","Total","Total","Total",0
"496","LA05","MAINSTREAM","Total","ndev_200to499","Total","Total","Total","Total",0
"497","LA05","MAINSTREAM","Total","ndev_500to999","Total","Total","Total","Total",0
"498","LA05","MAINSTREAM","Total","ndev_1000","Total","Total","Total","Total",0
"499","LA05","PRU","Total","ndev_10to49","Total","Total","Total","Total",0.0065
"500","LA05","PRU","Total","ndev_50to99","Total","Total","Total","Total",0
"501","LA05","PRU","Total","ndev_100to199","Total","Total","Total","Total",0
"502","LA05","PRU","Total","ndev_200to499","Total","Total","Total","Total",0
"503","LA05","PRU","Total","ndev_500to999","Total","Total","Total","Total",0
"504","LA05","PRU","Total","ndev_1000","Total","Total","Total","Total",0
"505","LA05","PS","Total","ndev_10to49","Total","Total","Total","Total",0.5294
"506","LA05","PS","Total","ndev_50to99","Total","Total","Total","Total",0
"507","LA05","PS","Total","ndev_100to199","Total","Total","Total","Total",0
"508","LA05","PS","Total","ndev_200to499","Total","Total","Total","Total",0
"509","LA05","PS","Total","ndev_500to999","Total","Total","Total","Total",0
"510","LA05","PS","Total","ndev_1000","Total","Total","Total","Total",0
"511","LA05","SEN","Total","ndev_10to49","Total","Total","Total","Total",0.0261
"512","LA05","SEN","Total","ndev_50to99","Total","Total","Total","Total",0
"513","LA05","SEN","Total","ndev_100to199","Total","Total","Total","Total",0
"514","LA05","SEN","Total","ndev_200to499","Total","Total","Total","Total",0
"515","LA05","SEN","Total","ndev_500to999","Total","Total","Total","Total",0
"516","LA05","SEN","Total","ndev_1000","Total","Total","Total","Total",0
"517","LA05","SS","Total","ndev_10to49","Total","Total","Total","Total",0.2157
"518","LA05","SS","Total","ndev_50to99","Total","Total","Total","Total",0
"519","LA05","SS","Total","ndev_100to199","Total","Total","Total","Total",0
"520","LA05","SS","Total","ndev_200to499","Total","Total","Total","Total",0
"521","LA05","SS","Total","ndev_500to999","Total","Total","Total","Total",0
"522","LA05","SS","Total","ndev_1000","Total","Total","Total","Total",0
"523","LA06","All Phases","Total","ndev_10to49","Total","Total","Total","Total",1.0978
"524","LA06","All Phases","Total","ndev_50to99","Total","Total","Total","Total",0.7713
"525","LA06","All Phases","Total","ndev_100to199","Total","Total","Total","Total",0.8385
"526","LA06","All Phases","Total","ndev_200to499","Total","Total","Total","Total",1.182
"527","LA06","All Phases","Total","ndev_500to999","Total","Total","Total","Total",0
"528","LA06","All Phases","Total","ndev_1000","Total","Total","Total","Total",0
"529","LA06","AP","Total","ndev_10to49","Total","Total","Total","Total",0.0028
"530","LA06","AP","Total","ndev_50to99","Total","Total","Total","Total",0
"531","LA06","AP","Total","ndev_100to199","Total","Total","Total","Total",0.0057
"532","LA06","AP","Total","ndev_200to499","Total","Total","Total","Total",0
"533","LA06","AP","Total","ndev_500to999","Total","Total","Total","Total",0
"534","LA06","AP","Total","ndev_1000","Total","Total","Total","Total",0
"535","LA06","EY","Total","ndev_10to49","Total","Total","Total","Total",0.4169
"536","LA06","EY","Total","ndev_50to99","Total","Total","Total","Total",0.3761
"537","LA06","EY","Total","ndev_100to199","Total","Total","Total","Total",0.3683
"538","LA06","EY","Total","ndev_200to499","Total","Total","Total","Total",0.5498
"539","LA06","EY","Total","ndev_500to999","Total","Total","Total","Total",0
"540","LA06","EY","Total","ndev_1000","Total","Total","Total","Total",0
"541","LA06","FE","Total","ndev_10to49","Total","Total","Total","Total",0.1152
"542","LA06","FE","Total","ndev_50to99","Total","Total","Total","Total",0.0483
"543","LA06","FE","Total","ndev_100to199","Total","Total","Total","Total",0.0623
"544","LA06","FE","Total","ndev_200to499","Total","Total","Total","Total",0.0873
"545","LA06","FE","Total","ndev_500to999","Total","Total","Total","Total",0
"546","LA06","FE","Total","ndev_1000","Total","Total","Total","Total",0
"547","LA06","MAINSTREAM","Total","ndev_10to49","Total","Total","Total","Total",1.0767
"548","LA06","MAINSTREAM","Total","ndev_50to99","Total","Total","Total","Total",0.756
"549","LA06","MAINSTREAM","Total","ndev_100to199","Total","Total","Total","Total",0.8329
"550","LA06","MAINSTREAM","Total","ndev_200to499","Total","Total","Total","Total",1.1599
"551","LA06","MAINSTREAM","Total","ndev_500to999","Total","Total","Total","Total",0
"552","LA06","MAINSTREAM","Total","ndev_1000","Total","Total","Total","Total",0
"553","LA06","PRU","Total","ndev_10to49","Total","Total","Total","Total",0.0032
